Model,Price,Rating,Inches,RAM_GB,SSD_GB,Storage_Detail,Screen_Width,Screen_Height,Screen_Resolution_Type,CPU_Detail,GPU_Detail,OS_Detail,Price_Category
Acer Nitro 5 AN515-58 NH.QLZSI.001 Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),89990.0,68.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 12650H,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,2
Asus Vivobook 16X 2023 K3605ZF-MBN524WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),57990.0,65.0,16.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12450H,4 GB NVIDIA Geforce RTX 2050,Windows 11 OS,1
Acer Aspire 5 A514-56M 2023 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),53990.0,61.5,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1335U,Intel Iris Xe Graphics,Windows 11 OS,1
MSI Bravo 15 C7VFK-087IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),99990.0,74.0,15.6,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 7  7735HS,8 GB Nvidia GeForce RTX 4060,Windows 11 OS,2
MSI Bravo 15 C7UDXK-092IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6 GB Graphics),95000.0,66.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 7 7735HS,6 GB NVIDIA GeForce RTX 3050,Windows 11 OS,2
MSI Bravo 15 C7UCXK-095IN Gaming Laptop (AMD Ryzen 5 7535HS/ 8 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),53990.0,61.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7535HS,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
MSI Bravo 15 C7UDXK-093IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6 GB Graphics),74990.0,65.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7535HS,6 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1
MSI Bravo 17 C7VFK-034IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/8GB Graph),107990.0,74.0,17.3,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 7 7735HS,8 GB Nvidia GeForce RTX 4060,Windows 11 OS,2
Asus TUF Gaming F15 2022 FX507ZC4-HN115W Gaming Laptop (12th Gen Core i5/ 8GB/512GB SSD/ Win11 / 4GB Graph),70990.0,68.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12500H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1
MSI Bravo 17 C7VEK-035IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),94990.0,72.0,17.3,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 7 7735HS,6 GB Nvidia GeForce RTX 4050,Windows 11 OS,2
Asus Vivobook 15 X1502ZA-EJ541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),52990.0,62.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12500H,Intel Iris Xe,Windows 11 OS,1
MSI Thin GF63 11UCX-1471IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),48990.0,62.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 11260H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
MSI Bravo 15 C7VEK-088IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),92990.0,72.0,15.6,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 7  7735HS,6 GB Nvidia GeForce RTX 4050,Windows 11 OS,2
Asus Vivobook 15 X1504ZA-NJ521WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),47890.0,54.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Integrated Intel Iris Xe Graphics,Windows 11 OS,1
MSI Bravo 15 C7VEK-089IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),77990.0,70.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7535HS,6 GB Nvidia GeForce RTX 4050,Windows 11 OS,1
HP 255 G9 7M654PA Laptop (12th Gen Core i3/ 8GB/ 512 GB SSD/ Win11),38900.0,57.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i3 1215U,AMD Radeon Graphics,Windows 11 OS,0
HP Pavilion 15-eg3079TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),69990.0,62.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1340p,Intel Integrated Intel Iris Xe Graphics,Windows 11 OS,1
Dell Inspiron 5620 ICC-C783531WIN8 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 2GB Graph),69190.0,69.0,16.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1240P,2 GB NVIDIA GeForce MX570,Windows 11 OS,1
Lenovo ThinkPad T14 2022 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),94990.0,69.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 1260P,Intel Iris Xe Graphics,Windows 11 OS,2
MSI Modern 14 C12M-670IN Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home) Price,60990.0,57.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 1255U,Intel Integrated Iris Xe,Windows 11 OS,1
Dell XPS 17 9730 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),355490.0,61.5,17.0,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i9 13900H,8 GB NVIDIA GeForce RTX 4070,Windows 11 OS,2
MSI Thin GF63 11UC-1475IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),51990.0,65.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 11260H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1
MSI Thin GF63 11UC-1474IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),51990.0,66.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 11260H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1
Dell XPS 17 9730 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),303490.0,61.5,17.0,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 13700H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2
Dell XPS 13 Plus 9320 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11),202490.0,79.0,13.4,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 1360P,Intel Iris Xe Graphics,Windows 11 OS,2
MSI Prestige 13 Evo A12M-085IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/Win11 Home),77990.0,61.0,13.3,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1240P,Intel Integrated Iris Xe,Windows 11 OS,1
Dell XPS 9530 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 6GB Graph),249990.0,61.5,15.6,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 13700H,6 GB NVIDIA RTX 4050,Windows 11 OS,2
MSI Modern 14 C12M-671IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),50990.0,59.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 1255U,Intel Integrated Iris Xe,Windows 11 OS,1
Lenovo Legion Slim 7i 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),157544.0,69.0,16.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 13500H,8 GB NVIDIA Geforce RTX 4060,Windows 11 OS,2
Lenovo Legion Pro 7i 2023 Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),286200.0,61.5,16.0,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i9 13900HX,12 GB NVIDIA Geforce RTX 4080,Windows 11 OS,2
Lenovo Thinkpad E14 G4 21E3006UIG Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),64390.0,59.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel Iris Xe Graphics,DOS OS,1
Lenovo Thinkpad E14 G4 21E3S02M00 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),124000.0,69.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 1255U,Intel Iris Xe Graphics,Windows 11 OS,2
Lenovo Legion Pro 5 82WM00B5IN 2023 Gaming Laptop (AMD Ryzen 7 7745HX/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),142190.0,75.0,16.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 7 7745HX,8 GB NVIDIA Geforce RTX 4060,Windows 11 OS,2
Lenovo V15 G3 IAP 82TTA00UIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),32500.0,50.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i3 1215U,Intel Integrated UHD,DOS OS,0
LG Gram 17 2023 17Z90R-G.CH77A2 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graphic),146990.0,73.0,17.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 1360P,4 GB Nvidia RTX 3050,Windows 11 OS,2
LG Gram 14 2023 14Z90R Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),127000.0,68.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1340P,Intel Iris Xe Graphics,Windows 11 OS,2
LG UltraPC 16 16U70R-G.AH76A2 Laptop (AMD Ryzen7-7730U/ 16GB/ 512GB SSD/ Win11),89799.0,70.0,16.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 7 7730U,AMD Radeon 7 Graphics,Windows 11 OS,2
Dell Inspiron 3525 D560927WIN9S Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11),38999.0,51.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5  5500u,AMD Radeon,Windows 11 OS,0
AXL Vayu Book LAP02 Laptop (Celeron N4020/ 4GB/ 256GB SSD / Win11 Home),15990.0,61.5,15.6,4.0,256.0,256 GB SSD,0.0,0.0,Non-IPS,Intel Celeron  N4020,Intel Integrated UHD Graphics,Windows 11 OS,0
AXL Vayu Book LAP01 Laptop (Celeron N4020/ 4GB/ 128GB SSD / Win11 Home),12990.0,61.5,14.1,4.0,128.0,128 GB SSD,0.0,0.0,Non-IPS,Intel Celeron  N4020,Intel Integrated UHD Graphics,Windows 11 OS,0
MSI Modern 14 C12M-444IN Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),34990.0,55.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i3 1215U,Intel Integrated UHD,Windows 11 OS,0
MSI Modern 14 C7M-218IN Laptop (Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),52990.0,61.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 7 7730U,AMD Radeon AMD,Windows 11 OS,1
Lenovo S14 82TW0019IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),45490.0,52.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Integrated Intel UHD Graphics,Windows 11 OS,1
Asus Vivobook 14X 90NB11H2-M004D0 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),64990.0,64.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
HP Pavilion 15-EH3101AU Laptop (AMD Ryzen 7-7730U/ 16GB/ 512GB SSD/ Win11 Home),58800.0,63.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 7 7730U,AMD Radeon Vega 8 Graphics,Windows 11 OS,1
Lenovo V15 G2 ALC 82KDA01YIH Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ DOS),33990.0,61.5,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5 5500U,AMD Radeon AMD,DOS OS,0
Asus Vivobook Pro 15 M6500QF-HN741WS  Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),62990.0,60.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 7 5800H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
Asus Vivobook Pro 15 M6500QF-HN521WS Laptop (Ryzen 5 5600HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),49990.0,56.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5 5600HS,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
HP Victus 16 16-d0309TX Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),56999.0,65.0,16.1,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 11400H,4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,1
Lenovo V15 G4 82YU00W6IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ DOS),27490.0,51.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 3 7320U,AMD Radeon Graphics,DOS OS,0
Asus VivoBook 14 X415EA-EK326WS Notebook (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),31990.0,54.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i3 1115G4,Intel Integrated Intel UHD,Windows 11 OS,0
Acer Aspire 7 A715-76G UN.QMESI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),54189.0,63.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,1
Dell Alienware x14 R2 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB Graph),199990.0,71.0,14.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 13620H,6 GB NVIDIA GEFORCE RTX 4050,Windows 11 OS,2
Asus VivoBook 15 X515EA-EJ328WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),35083.0,50.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i3 1115G4,Intel Integrated Integrated,Windows 11 OS,0
Dell Vostro 5630 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),95590.0,61.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 1355U,"16 inches, 1920 x 1080 pixels",1 Year Warranty,2
Lenovo V15 G3 IAP Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/Win11),33990.0,50.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i3 1215U,Intel Integrated UHD,Windows 11 OS,0
Lenovo Thinkpad E14 20TA00J2IG Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),65000.0,57.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 1135G7,Intel Iris Xe Graphics,Windows 11 OS,1
Lenovo V14 G3 IAP Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),45990.0,52.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel Integrated UHD,Windows 11 OS,1
Lenovo V14 G3 IAP Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),32490.0,50.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i3 1215U,Intel Integrated UHD,Windows 11 OS,0
Lenovo V15 G3 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/Win11),45900.0,52.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel Integrated UHD,Windows 11 OS,1
Lenovo V15 G3 ‎‎82C7007SGE Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),27130.0,55.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 3 7320U,AMD Radeon Graphics,Windows 11 OS,0
Lenovo IdeaPad Slim 3 82H803B6IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),56900.0,61.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i7 1165G7,Integrated Intel Iris Xe Graphics,Windows 11 OS,1
Dell Inspiron 5630 2023 Laptop (13th Gen Core i5 1335U/ 16GB/ 512GB SSD/ Win11),79990.0,63.0,16.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1335U,Intel Iris Xe Graphics,Windows 11 OS,1
HP 15s-ey1509AU Laptop (AMD Athlon Silver 3050U/ 8GB/ 512GB SSD/ Win11),27490.0,61.5,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,3rd Gen AMD Athlon 3050U,AMD Radeon AMD,Windows 11 OS,0
Dell 2023 ‎G16-7630 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),166490.0,78.0,16.0,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 13650HX,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2
Dell ‎G16-7630 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),139990.0,74.0,16.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 13650HX,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2
Dell Inspiron 3530 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),57990.0,51.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1335U,Intel Integrated UHD,Windows 11 OS,1
HP Victus 16-d0302TX Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),55999.0,65.0,16.1,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 11400H,4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,1
MSI Stealth 17 Studio A13VG-024IN Gaming Laptop (13th Gen Core i7/ 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph),210990.0,61.5,17.3,32.0,2048.0,2 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 13700H,8 GB NVIDIA GeForce RTX 4070,Windows 11 OS,2
Dell Inspiron 7430 IC7430FD64T001ORS1 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),99950.0,59.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 1355U,Intel Iris Xe Graphics,Windows 11 OS,2
HP Omen 17-cm2003TX Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),156990.0,79.0,17.3,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 13700HX,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2
Dell Inspiron 7430 IC7430VVR8C001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),80490.0,56.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1335U,Intel Iris Xe Graphics,Windows 11 OS,2
HP 14s-dr3003TU 832T7PA Laptop (Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),26990.0,61.5,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,Intel Pentium Silver N6000,Intel UHD Graphics,Windows 11 OS,0
Apple MacBook Air 15 2023 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),131590.0,54.0,15.3,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,Apple M2,10-Core GPU,Mac OS,2
Dell Inspiron 15 3530 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),40990.0,52.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i3 1305U,Intel Integrated UHD,Windows 11 OS,1
Lenovo Legion 5 Pro 2023 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),172990.0,77.0,16.0,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 13700H,16 GB NVIDIA GeForce RTX 4090,Windows 11 OS,2
Infinix INBook X2 Slim Series XL23 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),34990.0,54.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 1155G7,Intel Integrated Iris Xe,Windows 11 OS,0
Asus Eeebook 15 E510MA-EJ021WS Laptop (Intel Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),27990.0,61.5,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,Intel Celeron N4020,Intel UHD Integrated,Windows 11 OS,0
Dell Inspiron 3520 D560872WIN9S Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),52000.0,57.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel UHD Graphics,Windows 11 OS,1
Dell Inspiron 5430 IN54304D6P9M01ORS1 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),88990.0,53.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 1355U,Intel Iris Xe Graphics,Windows 11 OS,2
Dell Inspiron 5430 IN54308TR2G001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),67890.0,61.5,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1335U,Intel Iris Xe Graphics,Windows 11 OS,1
Dell Inspiron 5430 IN5430YXVW9M01ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),59290.0,53.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1335U,Intel Iris Xe Graphics,Windows 11 OS,1
Asus Vivobook 15 X515EA-EJ542WS Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),44999.0,53.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 1135G7,Intel Integrated Iris Xe,Windows 11 OS,1
Dell Inspiron 3530 IN3530NM1NN001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),63220.0,50.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1335U,Intel Integrated UHD,Windows 11 OS,1
Acer One 14 Z8-415 Laptop (11th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),34880.0,54.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i3 1115G4,‎Intel Iris Xe Graphics,Windows 11 OS,0
MSI Creator Z17 HX Studio A13V Laptop,247999.0,61.5,17.0,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i9 13900H,8 GB NVIDIA GeForce RTX 4070,Windows 11 OS,2
Dell Inspiron 7630 IC7630GHHRH001ORS1 2 in 1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),94490.0,63.0,16.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1335U,Intel Iris Xe Graphics,Windows 11 OS,2
HP Victus 15-fb0131AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),58800.0,61.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5 5600H,4 GB AMD Radeon RX 5600M,Windows 11 OS,1
Asus Vivobook 16 2023 M1605YA-MB521WS Laptop (Ryzen 5 7530U / 8GB/ 512GB SSD/ Win11 Home),47990.0,59.0,16.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7530U,AMD Radeon AMD,Windows 11 OS,1
HP Victus 15-fb0133AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),62687.0,63.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5 5600H,4 GB AMD Radeon RX 5600M,Windows 11 OS,1
MSI Stealth 16 Mercedes AMG Motorsport A13V Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),292990.0,61.5,16.0,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i9 13900H,8 GB NVIDIA GeForce RTX 4070,Windows 11 OS,2
Asus Vivobook 15 X1502ZA-EJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),52990.0,60.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12500H,Intel Iris Xe,Windows 11 OS,1
