Model,Price,Rating,Inches,RAM_GB,SSD_GB,Storage_Detail,Screen_Width,Screen_Height,Screen_Resolution_Type,CPU_Detail,GPU_Detail,OS_Detail,Price_Category
Dell Inspiron 3525 Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11),36890.0,59.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5 5500U,AMD Radeon Radeon Graphics,Windows 11 OS,0
Infinix Zerobook 2023 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11 Home),74990.0,68.0,15.6,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i9 13900H,Intel Integrated Iris Xe,Windows 11 OS,1
Acer Aspire 7 A715-76G NH.QMFSI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),57990.0,64.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce GTX 3050,Windows 11 OS,1
Asus TUF Gaming A15 FA577NU-LP082W Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),89990.0,73.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 7 7735HS,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,2
Asus TUF Gaming F15 FX506HF-HN025W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),52990.0,66.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 11400H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
Acer Predator Helios Neo 16 PHN16-71 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),112500.0,70.0,16.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 13700HX,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,2
HP Victus 15-fa0998TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),68990.0,68.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1
HP 255 G8 689T4PA Laptop (Ryzen 3 3250U/ 8GB/512GB SSD/ Win11 Home),25580.0,55.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,3rd Gen AMD Ryzen 3 3250U,AMD Radeon AMD,Windows 11 OS,0
MSI Modern 14 C7M-062IN Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),37990.0,59.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7530U,AMD Radeon AMD,Windows 11 OS,0
MSI Sword 15 A12VF-401IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),94990.0,74.0,15.6,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 12650H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2
Samsung Galaxy Book2 NP550XED-KA2IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),52990.0,56.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel Integrated UHD,Windows 11 OS,1
Dell Vostro 3520 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),46490.0,54.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel Iris Xe Graphics,Windows 11 OS,1
Dell Latitude 3430 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),108000.0,59.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel Iris Xe Graphics,Windows 11 OS,2
Asus ROG Flow X13 GV301RC-LJ073WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),89990.0,75.0,13.4,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,6th Gen AMD Ryzen 9 6900HS​,4 GB ‎NVIDIA GeForce RTX 3050,Windows 11 OS,2
Asus Vivobook 16X 2022 M1603QA-MB502WS Laptop (Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home),46890.0,62.0,16.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5 5600H,AMD Radeon Vega 7,Windows 11 OS,1
Asus Vivobook 16X 2022 M1603QA-MB711WS Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11 Home),55200.0,64.0,16.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 7  5800H,AMD Radeon Vega 7,Windows 11 OS,1
HP Victus 16-e0352AX Gaming Laptop (Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),44990.0,65.0,16.1,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5 5600H,4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,1
Asus Vivobook 15 Touch X515EA-EZ311WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),31990.0,54.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i3 1115G4,Intel Integrated UHD Graphics,Windows 11 OS,0
Samsung Galaxy Book2 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),49990.0,61.5,15.6,512.0,512.0,Operating System: Windows 11 Home,0.0,0.0,Non-IPS,Processor: 12th Generation Intel Core i5-1235U processor (1.3 GHz up to 4.4 GHz 12 MB L3…,Preinstalled Software: MS Office Home & Student 2021,Intel Iris Xe Graphics,1
Samsung Galaxy Book 4 Edge Laptop (Snapdragon X Elite/ 16GB/ 512GB SSD/ Win11),162990.0,55.0,15.6,16.0,512.0,Intel Arc Graphics,0.0,0.0,Non-IPS,Qualcomm X Elite,"16 inches, 2880 x 1800 pixels, Touch Screen",1 Year Warranty,2
HP Victus 15-fa1216TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ RTX 3050),74490.0,62.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 13420H,NVIDIA GeForce RTX 3050,Windows 11 OS,1
HP Victus 15-fa1128TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),65990.0,64.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 13420H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
Lenovo Legion Pro 7i 2024 Gaming Laptop (14th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),297758.0,61.5,16.0,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,14th Gen Intel Core i9 14900HX,12 GB NVIDIA Geforce RTX 4080,Windows 11 OS,2
Asus Zenbook S13 OLED 2024 UX5304MA-NQ762WS Laptop ( Intel Core Ultra 7 155U/ 32GB/ 1TB SSD/ Win11),139990.0,70.0,13.3,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,Intel Core Ultra 7 155U,Intel Integrated Intel Iris Xe Graphics,Windows 11 OS,2
Lenovo ThinkPad P14s 21HF001EIG Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),109990.0,71.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 1360P,4 GB NVIDIA RTX A500,Windows 11 OS,2
Lenovo ThinkPad P14s 21HF001FIG Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro/ 4GB Graphics),129990.0,72.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 1360P,4 GB NVIDIA RTX A500,Windows 11 OS,2
Asus Zenbook S13 OLED 2024 UX5304MA-NQ752WS Laptop ( Intel Core Ultra 7 155U/ 16GB/ 1TB SSD/ Win11),129990.0,65.0,13.3,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,Intel Core Ultra 7 155U,Intel Integrated Intel Iris Xe Graphics,Windows 11 OS,2
HP Envy x360 14-fc0106TU Laptop (Intel Core Ultra 7 155U/ 16GB/ 512GB SSD/ Win11),108999.0,68.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,Intel Core Ultra 7 155U,Integrated Intel Graphics,Windows 11 OS,2
MSI Katana A17 AI B8VF-845IN Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),119990.0,77.0,17.3,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,8th Gen AMD Ryzen 7 8845HS,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2
Apple MacBook Air 2024 MRYN3HN/A Laptop (Apple M3/ 8GB/ 512GB SSD/ MacOS),154900.0,56.0,15.3,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,Apple M3,10-Core GPU,Mac OS,2
Apple MacBook Air 15 2024 MRYR3HN/A Laptop (Apple M3/ 8GB/ 256GB SSD/ MacOS),133553.0,54.0,15.3,8.0,256.0,256 GB SSD,0.0,0.0,Non-IPS,Apple M3,10-Core GPU,Mac OS,2
Apple MacBook Air 2024 MRXW3HN/A Laptop (Apple M3/ 8GB/ 512GB SSD/ MacOS),134900.0,61.5,13.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,Apple M3,Apple 10 Core GPU,Mac OS,2
Apple MacBook Air 15 2024 Laptop (Apple M3/ 16GB/ 512GB SSD/ MacOS),174900.0,57.0,15.3,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,Apple M3,10-Core GPU,Mac OS,2
MSI Vector 16 HX A14VGG-279IN Gaming Laptop (14th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),197990.0,61.5,16.0,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,14th Gen Intel Core i7 14700HX,8 GB NVIDIA GeForce RTX 4070,Windows 11 OS,2
Xiaomi Redmi Book Pro 16 2024 Laptop (Intel Core Ultra 5/ 32GB/ 1TB SSD/ Win 11),69990.0,62.0,16.0,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,Intel Core Ultra 5 Series 1 125H,Intel  ARC Graphics,Windows 11 OS,1
Xiaomi Redmi Book Pro 14 2024 Laptop (Intel Core Ultra 5/ 16GB/ 512GB SSD/ Win 11),59990.0,61.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,Intel Core Ultra 5 Series 1 125H,Intel Iris Xe Graphics,Windows 11 OS,1
Lenovo Legion Y9000K 2024 Gaming Laptop (14th Gen Core i9/ 64GB/ 2TB SSD/ Win11/ 16GB Graph),349990.0,61.5,16.0,64.0,2048.0,2 TB SSD,0.0,0.0,Non-IPS,14th Gen Intel Core i9 14900HX,16 GB NVIDIA GeForce RTX 4090,Windows 11 OS,2
Samsung Galaxy Book 4 360 NP750QGK-KG3IN Laptop (Intel Core 7 Processor 150U/ 16GB/ 1TB SSD/ Win11),138990.0,61.0,15.6,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,Intel Core 7 Processor Series 1 150U,Intel Graphics,Windows 11 OS,2
Samsung Galaxy Book 4 Pro 360 NP960QGK-KG1IN Laptop (Intel Core Ultra 7/ 16GB/ 512GB SSD/ Win11),163990.0,69.0,16.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,Intel Core Ultra 7 Series 1 155H,Intel Arc Graphics,Windows 11 OS,2
Samsung Galaxy Book 4 360 NP750QGK-KG2IN Laptop (Intel Core 7 Processor 150U/ 16GB/ 512GB SSD/ Win11),122990.0,59.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,Intel Core 7 Processor Series 1 150U,Intel Graphics,Windows 11 OS,2
Samsung Galaxy Book 4 360 NP750QGK-KG1IN Laptop (Intel Core 5 Processor 120U/ 16GB/ 512GB SSD/ Win11),114990.0,57.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,Intel Core 5 Processor Series 1 120U,Intel Graphics,Windows 11 OS,2
Samsung Galaxy Book 4 Pro 360 NP960QGK-KG2IN Laptop (Intel Core Ultra 7/ 16GB/ 1TB SSD/ Win11),179990.0,70.0,16.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,Intel Core Ultra 7 Series 1 155H,Intel Arc Graphics,Windows 11 OS,2
Acer Aspire Lite AL15-51 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),49499.0,59.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i7 1165G7,Intel Iris Xe Graphics,Windows 11 OS,1
Samsung Galaxy Book 4 Pro 14 NP940XGK-KG3IN Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11),171990.0,72.0,14.0,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,Intel Core Ultra 7 Series 1 155H,Intel Arc Graphics,Windows 11 OS,2
Samsung Galaxy Book 4 Pro 14 NP940XGK-KS1IN Laptop (Intel Core Ultra 5/ 16GB/ 512GB SSD/ Win11),131990.0,65.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,Intel Core Ultra 5 Series 1 125H,Intel Arc Graphics,Windows 11 OS,2
Samsung Galaxy Book 4 Pro NP960XGK-KG1IN Laptop (Intel Core Ultra 5/ 16GB/ 512GB SSD/ Win11),141990.0,65.0,16.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,Intel Core Ultra 5 Series 1 125H,Intel Arc Graphics,Windows 11 OS,2
Samsung Galaxy Book 4 Pro NP960XGK-KG2IN Laptop (Intel Core Ultra 7/ 16GB/ 512GB SSD/ Win11),149990.0,68.0,16.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,Intel Core Ultra 7 Series 1 155H,Intel Arc Graphics,Windows 11 OS,2
Samsung Galaxy Book 4 Pro NP960XGK-KG3IN Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11),181990.0,73.0,16.0,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,Intel Core Ultra 7 Series 1 155H,Intel Arc Graphics,Windows 11 OS,2
Lenovo IdeaPad Slim 5 83DA0049IN Laptop (Intel Core Ultra 5/ 16 GB RAM/ 1TB SSD/ Win 11),76990.0,61.5,14.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,Intel Core Ultra 5 Series 1 125H,Intel Arc Graphics,Windows 11 OS,1
Asus VivoBook 15 X1500EA-EJ111WS Laptop (Intel Pentium Gold/ 8GB/ 256GB SSD/ Win11),25990.0,61.5,15.6,8.0,256.0,256 GB SSD,0.0,0.0,Non-IPS,Intel Pentium Gold 7505,Intel Integrated UHD,Windows 11 OS,0
Dell G15-5530 GN5530D83M6001ORB1 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),79990.0,66.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 13450HX,6 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1
HP 15-fd0221TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),60799.0,52.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1334U,Intel Integrated Integrated,Windows 11 OS,1
HP Pavilion x360 14-ek0183TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),54990.0,62.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i3 1215U,Intel Integrated UHD,Windows 11 OS,1
Infinix INBook Y4 Max Series Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),43990.0,53.0,16.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1335U,Intel Integrated Iris Xe,Windows 11 OS,1
HP Victus 15-fa1124TX Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),58490.0,64.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
Infinix INBook Y4 Max Series YL613 Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win 11 Home),36990.0,54.0,16.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i3 1315U,Intel Integrated Iris Xe,Windows 11 OS,0
HP 245 G9 841W7PA Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ DOS),24900.0,50.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,3rd Gen AMD Ryzen 3 3250U,AMD Radeon Graphics,DOS OS,0
HP 15s-fr5011TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),53799.0,57.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel UHD Graphics,Windows 11 OS,1
Lenovo V15 G4 ‎82YU00W9IN Laptop (Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),33990.0,56.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7520U,AMD Radeon Graphics,Windows 11 OS,0
Lenovo Legion Pro 5 161IRX9 Laptop (14th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),149990.0,69.0,16.0,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,Intel Core i9 14900HX,8 GB NVIDIA GeForce RTX 4070,Windows 11 OS,2
Lenovo IdeaPad Slim 1 82R400BGIN Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),35490.0,61.5,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5 5500U,AMD Radeon Graphics,Windows 11 OS,0
Infinix INBook Y2 Plus Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),33990.0,51.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 1155G7,Intel Integrated Iris Xe,Windows 11 OS,0
Lenovo IdeaPad Gaming 3 82SB00Y8IN Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),69990.0,66.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,6th Gen AMD Ryzen 7 6800H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1
Xiaomi Redmi Book 14 2024 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),49990.0,57.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 13500H,Intel ARC Graphics,Windows 11 OS,1
Xiaomi Redmi Book 16 2024 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),52990.0,57.0,16.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 13500H,Intel Iris Xe Graphics,Windows 11 OS,1
Samsung Galaxy Book 4 360 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),129900.0,57.0,13.3,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 1355U,Intel Iris Xe Graphics,Windows 11 OS,2
Apple MacBook Pro 16 2023 Laptop (Apple M3 Max/ 36GB/ 1TB SSD/ macOS),320690.0,64.0,16.2,36.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,Apple M3 Max,30 Core GPU,Mac OS,2
Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),186899.0,54.0,14.2,18.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,Apple M3 Pro,14 Core GPU,Mac OS,2
Lenovo LOQ 15APH8 82XT004KIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),98790.0,71.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 7 7840HS,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2
Lenovo V15 G4 Laptop (AMD Athlon Silver 7120U/ 8GB/ 512GB SSD/ Win11 Home),24790.0,61.5,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,AMD Athlon Silver 7120U,AMD Radeon 610M,Windows 11 OS,0
Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 512GB SSD/ macOS),154990.0,50.0,14.2,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,Apple M3,10 Core GPU,Mac OS,2
Acer Aspire Lite AL15-52 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),31990.0,54.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i3 1215U,Intel UHD Graphics,Windows 11 OS,0
Gigabyte G5 MF-G2IN313SH Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),69990.0,66.0,15.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 12650H,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,1
Lenovo V15 G4 Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),34821.0,50.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7520U,AMD Radeon Graphics,Windows 11 OS,0
Acer Aspire 5 A515-58GM 15 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),60999.0,61.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 13420H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
Lenovo Yoga Slim 6 14IAP8 82WU0095IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),63700.0,62.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1240P,Intel Integrated Iris Xe,Windows 11 OS,1
Zebronics Pro Series Y ZEB-NBC 1S Laptop (11th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),23990.0,51.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i3 1125G4,Intel Integrated UHD,Windows 11 OS,0
Asus TUF Gaming F17 FX707ZC4-HX048WS Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),71990.0,66.0,17.3,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12500H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1
MSI Bravo 15 B7ED-012IN Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),49990.0,61.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7535HS,4 GB AMD Radeon RX6550M,Windows 11 OS,1
Asus Vivobook 16 2023 X1605VA-MB947WS Laptop (13th Gen Core i9/ 16GB/ 512GB SSD/ Win11 Home),77990.0,65.0,16.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i9 13900H,Integrated Intel Iris Xe Graphics,Windows 11 OS,1
Dell Inspiron 15 3520 IN352092K4N001ORS1 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),52499.0,52.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel Integrated Graphics,Windows 11 OS,1
Chuwi FreeBook Laptop (12th Gen Core i3/ 12GB/ 512GB SSD/ Win11),27990.0,61.5,13.5,12.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i3 1215U,Intel Integrated Intel UHD Graphics,Windows 11 OS,0
HP 15S-FQ5202TU Laptop (12th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11),47990.0,53.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel Iris Xe Graphics,Windows 11 OS,1
Infinix INBook X3 Slim XL422 2023 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),29990.0,61.5,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i3 1215U,Intel Integrated Iris Xe,Windows 11 OS,0
HP Victus 15-fb0150AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),52499.0,68.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5 5600H,4 GB AMD Radeon RX 6500M Graphics,Windows 11 OS,1
Asus TUF Gaming F15 FX577ZC-HN192W Gaming Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 / 4GB Graph),84990.0,72.0,15.6,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 12700H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,2
MSI Thin GF63 11SC-1494IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),41990.0,60.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 11260H,4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,1
Asus VivoBook 15 X1500EA-EJ326WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),31990.0,52.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen intel Core i3 1115G4,Intel UHD Graphics,Windows 11 OS,0
HP Victus 16-D0314TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),60200.0,71.0,16.1,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 11400H,4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,1
Asus Zenbook 14X OLED 2023 UX5401ZA-KM541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),67990.0,62.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12500H,Intel Iris Xe,Windows 11 OS,1
Acer Aspire Lite AL15 Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11),36990.0,56.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5 5500U,AMD Graphics,Windows 11 OS,0
Walker NU14A1 Laptop (Celeron N4020/ 4GB/ 128GB SSD / Win11 Home),12990.0,61.5,14.1,4.0,128.0,128 GB SSD,0.0,0.0,Non-IPS,Intel Celeron  N4020,Intel Integrated UHD Graphics,Windows 11 OS,0
Asus Vivobook 16X 2023 K3605ZU-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),76990.0,69.0,16.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12450H,6 GB NVIDIA Geforce RTX 4050,Windows 11 OS,1
